Age,Embarked,FamilyCount,Fare,Parch,PassengerId,Pclass,Sex,SibSp,Ticket,Title,Survived
35,S,1,90,0,487,1,female,1,1,Mrs,1
35,S,2,20.25,1,280,3,female,1,C,Mrs,1
36,C,0,12.875,0,293,2,male,0,S,Mr,0
36,C,0,40.125,0,584,1,male,0,1,Mr,0
36,C,0,135.6333,0,326,1,female,0,P,Miss,1
36,C,1,512.3292,1,680,1,male,0,P,Mr,1
36,S,0,0,0,180,3,male,0,L,Mr,0
36,S,0,7.4958,0,664,3,male,0,3,Mr,0
36,S,0,7.8958,0,190,3,male,0,3,Mr,0
36,S,0,10.5,0,266,2,male,0,C,Mr,0
36,S,0,13,0,328,2,female,0,2,Mrs,1
36,S,0,13,0,345,2,male,0,2,Mr,0
36,S,0,13,0,388,2,female,0,2,Miss,1
36,S,0,26.2875,0,513,1,male,0,P,Mr,1
36,S,0,26.3875,0,573,1,male,0,P,Mr,1
36,S,1,15.55,0,606,3,male,1,3,Mr,0
36,S,1,17.4,0,560,3,female,1,3,Mrs,1
36,S,1,26,0,519,2,female,1,2,Mrs,1
36,S,1,78.85,0,742,1,male,1,1,Mr,0
36,S,2,24.15,1,596,3,male,1,3,Mr,0
36,S,2,26,2,149,2,male,0,2,Mr,0
36,S,2,71,2,541,1,female,0,W,Miss,1
36,S,3,27.75,2,451,2,male,1,C,Mr,0
36,S,3,120,2,391,1,male,1,1,Mr,1
36,S,3,120,2,764,1,female,1,1,Mrs,1
37,C,1,29.7,1,274,1,male,0,P,Mr,0
37,S,0,9.5875,0,504,3,female,0,4,Miss,0
37,S,1,26,0,595,2,male,1,S,Mr,0
37,S,1,53.1,0,138,1,male,1,1,Mr,0
37,S,2,7.925,0,105,3,male,2,3,Mr,0
37,S,2,52.5542,1,249,1,male,1,1,Mr,1
38,C,0,227.525,0,717,1,female,0,P,Miss,1
38,C,1,71.2833,0,2,1,female,1,P,Mrs,1
38,S,0,0,0,823,1,male,0,1,Jonkheer,0
38,S,0,7.05,0,466,3,male,0,S,Mr,0
38,S,0,7.8958,0,109,3,male,0,3,Mr,0
38,S,0,8.6625,0,472,3,male,0,3,Mr,0
38,S,0,13,0,358,2,female,0,2,Miss,0
38,S,1,90,0,225,1,male,1,1,Mr,1
38,S,1,153.4625,1,333,1,male,0,P,Mr,0
38,S,6,31.3875,5,26,3,female,1,3,Mrs,1
39,C,2,83.1583,1,836,1,female,1,P,Miss,1
39,C,2,110.8833,1,582,1,female,1,1,Mrs,1
39,Q,5,29.125,5,886,3,female,0,3,Mrs,0
39,S,0,0,0,807,1,male,0,1,Mr,0
39,S,0,7.925,0,401,3,male,0,S,Mr,1
39,S,0,7.925,0,529,3,male,0,3,Mr,0
39,S,0,13,0,796,2,male,0,2,Mr,0
39,S,0,13,0,809,2,male,0,2,Mr,0
39,S,0,24.15,0,812,3,male,0,A,Mr,0
39,S,0,26,0,706,2,male,0,2,Mr,0
39,S,1,55.9,0,578,1,female,1,1,Mrs,1
39,S,2,79.65,1,559,1,female,1,1,Mrs,1
39,S,6,31.275,5,14,3,male,1,3,Mr,0
39,S,6,31.275,5,611,3,female,1,3,Mrs,0
40,C,0,7.225,0,662,3,male,0,2,Mr,0
40,C,0,27.7208,0,31,1,male,0,P,Don,0
40,C,0,31,0,210,1,male,0,1,Mr,1
40,C,2,134.5,1,320,1,female,1,1,Mrs,1
40,Q,0,7.75,0,526,3,male,0,3,Mr,0
40,Q,2,15.5,1,189,3,male,1,3,Mr,0
40,S,0,0,0,264,1,male,0,1,Mr,0
40,S,0,7.8958,0,562,3,male,0,3,Mr,0
40,S,0,13,0,347,2,female,0,3,Miss,1
40,S,0,15.75,0,162,2,female,0,C,Mrs,1
40,S,0,153.4625,0,610,1,female,0,P,Miss,1
40,S,1,9.475,0,41,3,female,1,7,Mrs,0
40,S,2,14.5,2,154,3,male,0,A,Mr,0
40,S,2,39,1,671,2,female,1,2,Mrs,1
40,S,5,27.9,4,361,3,male,1,3,Mr,0
41,C,0,134.5,0,338,1,female,0,1,Miss,1
41,S,0,7.125,0,762,3,male,0,S,Mr,0
41,S,1,19.5,1,273,2,female,0,2,Mrs,1
41,S,2,14.1083,0,861,3,male,2,3,Mr,0
41,S,2,20.2125,2,255,3,female,0,3,Mrs,0
41,S,5,39.6875,5,639,3,female,0,3,Mrs,0
42,C,0,227.525,0,381,1,female,0,P,Miss,1
42,S,0,7.55,0,846,3,male,0,C,Mr,0
42,S,0,7.65,0,700,3,male,0,3,Mr,0
42,S,0,8.6625,0,350,3,male,0,3,Mr,0
42,S,0,13,0,150,2,male,0,2,Rev,0
42,S,0,13,0,289,2,male,0,2,Mr,1
42,S,0,13,0,866,2,female,0,2,Mrs,1
42,S,0,26.2875,0,708,1,male,0,P,Mr,1
42,S,1,8.4042,1,198,3,male,0,4,Mr,0
42,S,1,26,0,433,2,female,1,S,Mrs,1
42,S,1,27,0,218,2,male,1,2,Mr,0
42,S,1,52,0,36,1,male,1,1,Mr,0
42,S,1,52.5542,0,622,1,male,1,1,Mr,1
43,S,0,6.45,0,819,3,male,0,C,Mr,0
43,S,0,8.05,0,669,3,male,0,A,Mr,0
43,S,1,211.3375,1,780,1,female,0,2,Mrs,1
43,S,2,26.25,1,315,2,male,1,F,Mr,0
43,S,7,46.9,6,679,3,female,1,C,Mrs,0
44,C,0,27.7208,0,195,1,female,0,P,Mrs,1
44,C,1,57.9792,1,524,1,female,0,1,Mrs,1
44,Q,2,90,0,246,1,male,2,1,Dr,0
44,S,0,7.925,0,415,3,male,0,S,Mr,1
44,S,0,8.05,0,604,3,male,0,3,Mr,0
44,S,0,8.05,0,697,3,male,0,3,Mr,0
44,S,1,16.1,1,161,3,male,0,3,Mr,0
44,S,1,26,0,237,2,male,1,2,Mr,0
44,S,1,26,0,855,2,female,1,2,Mrs,0
45,C,1,14.4542,1,363,3,female,0,2,Mrs,0
45,S,0,6.975,0,130,3,male,0,3,Mr,0
45,S,0,7.75,0,277,3,female,0,3,Miss,0
45,S,0,8.05,0,339,3,male,0,7,Mr,1
45,S,0,13.5,0,707,2,female,0,2,Mrs,1
45,S,0,26.55,0,188,1,male,0,1,Mr,1
45,S,0,26.55,0,537,1,male,0,1,Major,0
45,S,0,35.5,0,340,1,male,0,1,Mr,0
45,S,1,83.475,0,63,1,male,1,3,Mr,0
45,S,2,26.25,1,441,2,female,1,F,Mrs,1
45,S,2,164.8667,1,857,1,female,1,3,Mrs,1
45,S,5,27.9,4,168,3,female,1,3,Mrs,0
46,C,0,7.225,0,204,3,male,0,2,Mr,0
46,C,0,79.2,0,790,1,male,0,P,Mr,0
46,S,0,26,0,398,2,male,0,2,Mr,0
46,S,0,28.5,0,332,1,male,0,1,Mr,0
46,S,1,61.175,0,93,1,male,1,W,Mr,0
47,S,0,7.25,0,593,3,male,0,A,Mr,0
47,S,0,9,0,874,3,male,0,3,Mr,0
47,S,0,15,0,587,2,male,0,2,Mr,0
47,S,0,25.5875,0,663,1,male,0,5,Mr,0
47,S,0,34.0208,0,516,1,male,0,3,Mr,0
47,S,0,38.5,0,463,1,male,0,1,Mr,0
47,S,0,52,0,111,1,male,0,1,Mr,0
47,S,1,14.5,0,133,3,female,1,A,Mrs,0
47,S,2,52.5542,1,872,1,female,1,1,Mrs,1
48,C,1,39.6,0,557,1,female,1,1,Lady,1
48,C,1,76.7292,0,646,1,male,1,P,Mr,1
48,S,0,7.8542,0,772,3,male,0,3,Mr,0
48,S,0,13,0,464,2,male,0,2,Mr,0
48,S,0,25.9292,0,863,1,female,0,1,Mrs,1
48,S,0,26.55,0,461,1,male,0,1,Mr,1
48,S,1,52,0,713,1,male,1,1,Mr,1
48,S,3,65,2,755,2,female,1,2,Mrs,1
48,S,4,34.375,3,737,3,female,1,W,Mrs,0
49,C,1,56.9292,0,600,1,male,1,P,Sir,1
49,C,1,76.7292,0,53,1,female,1,P,Mrs,1
49,C,1,89.1042,0,454,1,male,1,1,Mr,1
49,C,2,110.8833,1,699,1,male,1,1,Mr,0
49,S,0,0,0,598,3,male,0,L,Mr,0
49,S,0,25.9292,0,797,1,female,0,1,Dr,1
50,C,0,28.7125,0,178,1,female,0,P,Miss,0
50,C,1,106.425,0,545,1,male,1,P,Mr,0
50,C,1,247.5208,1,300,1,female,0,P,Mrs,1
50,S,0,8.05,0,483,3,male,0,A,Mr,0
50,S,0,10.5,0,459,2,female,0,F,Miss,1
50,S,0,10.5,0,527,2,female,0,W,Miss,1
50,S,0,13,0,724,2,male,0,2,Mr,0
50,S,1,26,1,260,2,female,0,2,Mrs,1
50,S,1,55.9,0,435,1,male,1,1,Mr,0
50,S,2,133.65,0,661,1,male,2,P,Dr,1
51,C,1,61.3792,1,156,1,male,0,P,Mr,0
51,S,0,7.0542,0,632,3,male,0,3,Mr,0
51,S,0,7.75,0,407,3,male,0,3,Mr,0
51,S,0,8.05,0,223,3,male,0,2,Mr,0
51,S,0,12.525,0,151,2,male,0,S,Rev,0
51,S,0,26.55,0,858,1,male,0,1,Mr,1
51,S,1,77.9583,0,766,1,female,1,1,Mrs,1
52,C,1,78.2667,0,592,1,female,1,3,Mrs,1
52,S,0,13,0,715,2,male,0,2,Mr,0
52,S,0,13.5,0,696,2,male,0,2,Mr,0
52,S,0,30.5,0,450,1,male,0,1,Major,1
52,S,2,79.65,1,263,1,male,1,1,Mr,0
52,S,2,93.5,1,821,1,female,1,1,Mrs,1
53,S,2,51.4792,0,572,1,female,2,1,Mrs,1
54,C,1,59.4,0,514,1,female,1,P,Mrs,1
54,C,1,78.2667,0,497,1,female,1,3,Miss,1
54,S,0,14,0,318,2,male,0,2,Dr,0
54,S,0,26,0,583,2,male,0,2,Mr,0
54,S,0,51.8625,0,7,1,male,0,1,Mr,0
54,S,1,26,0,250,2,male,1,2,Rev,0
54,S,1,77.2875,1,125,1,male,0,3,Mr,0
54,S,4,23,3,775,2,female,1,2,Mrs,1
55,S,0,16,0,16,2,female,0,2,Mrs,1
55,S,0,30.5,0,493,1,male,0,1,Mr,0
56,C,0,30.6958,0,175,1,male,0,1,Mr,0
56,C,0,35.5,0,648,1,male,0,1,Col,1
56,C,1,83.1583,1,880,1,female,0,1,Mrs,1
56,S,0,8.05,0,153,3,male,0,A,Mr,0
56,S,0,26.55,0,468,1,male,0,1,Mr,0
57,Q,0,12.35,0,627,2,male,0,2,Rev,0
57,S,0,10.5,0,773,2,female,0,S,Mrs,0
58,C,0,29.7,0,488,1,male,0,1,Mr,0
58,C,0,146.5208,0,196,1,female,0,P,Miss,1
58,C,2,113.275,2,660,1,male,0,3,Mr,0
58,S,0,26.55,0,12,1,female,0,1,Miss,1
58,S,1,153.4625,1,269,1,female,0,P,Mrs,1
59,S,0,7.25,0,95,3,male,0,3,Mr,0
59,S,0,13.5,0,233,2,male,0,2,Mr,0
60,C,1,75.25,0,367,1,female,1,1,Mrs,1
60,C,2,79.2,1,588,1,male,1,1,Mr,1
60,S,0,26.55,0,695,1,male,0,1,Col,0
60,S,2,39,1,685,2,male,1,2,Mr,0
61,S,0,6.2375,0,327,3,male,0,3,Mr,0
61,S,0,32.3208,0,626,1,male,0,3,Mr,0
61,S,0,33.5,0,171,1,male,0,1,Mr,0
62,S,0,10.5,0,571,2,male,0,S,Mr,1
62,S,0,26.55,0,253,1,male,0,1,Mr,0
62,S,0,26.55,0,556,1,male,0,1,Mr,0
63,S,0,9.5875,0,484,3,female,0,4,Mrs,1
63,S,1,77.9583,0,276,1,female,1,1,Miss,1
64,S,0,26,0,546,1,male,0,6,Mr,0
64,S,5,263,4,439,1,male,1,1,Mr,0
65,C,1,61.9792,1,55,1,male,0,1,Mr,0
65,Q,0,7.75,0,281,3,male,0,3,Mr,0
65,S,0,26.55,0,457,1,male,0,1,Mr,0
66,S,0,10.5,0,34,2,male,0,C,Mr,0
70,Q,0,7.75,0,117,3,male,0,3,Mr,0
70,S,0,10.5,0,673,2,male,0,C,Mr,0
70,S,2,71,1,746,1,male,1,W,Capt,0
71,C,0,34.6542,0,97,1,male,0,P,Mr,0
71,C,0,49.5042,0,494,1,male,0,P,Mr,0
74,S,0,7.775,0,852,3,male,0,3,Mr,0
80,S,0,30,0,631,1,male,0,2,Mr,1
